country,year,evsales,evstock,evchargpnt,cpi,gdp,mktcap,totreserves,unemprate,co2emit,lifexpect,pm25exp,renergycon
USA,2023,1393.75,4825670,183000,140.6183,20185.71856,326.04356,261.0823014,3.625,,,,
United Kingdom,2011,1.434,7180,1500,106.3612,2528.298764,105.86254,94.99817573,8.09167,457.8869,80.95122,13.01106,4
United Kingdom,2012,3,9594,2836,109.36935,2566.450751,105.8537,101.0951541,7.975,480.7009,80.90488,11.48446,4.2
United Kingdom,2013,4.013,12494,5660,112.17446,2612.644849,119.90018,107.2729588,7.575,467.4401,81.00488,11.39362,5.2
United Kingdom,2014,15.349,26478,7720,113.81336,2696.109377,131.75082,112.963391,6.175,428.9045,81.30488,10.80765,6.6
United Kingdom,2015,30.096,53314,9300,113.859,2756.040881,122.82339,138.018581,5.375,414.2155,80.9561,10.46027,7.7
United Kingdom,2016,40.315,91283,12800,114.61009,2809.003996,106.73941,123.9696918,4.89167,394.1968,81.1561,10.03597,7.7
United Kingdom,2017,50.494,136358,15200,117.68523,2883.625324,116.39731,138.4212033,4.38333,379.2145,81.2561,10.38142,8.8
United Kingdom,2018,63.862,194933,17700,120.60154,2924.145746,120.9801,160.4483238,4.075,373.3339,81.2561,10.23979,10.2
United Kingdom,2019,78.918,262834,16800,122.76153,2971.647769,114.05642,158.9469309,3.85,357.881,81.40488,9.9457,11.4
United Kingdom,2020,184.651,428694,20900,123.80581,2665.659609,100.49174,161.7690679,4.6,320.5414,80.35122,9.91289,13.6
United Kingdom,2021,323.907,742615,28200,127.01018,2894.265268,122.98168,176.6585503,4.54167,339.0646,80.7,,12.2
United Kingdom,2022,388.432,994902,36900,138.52587,3034.321229,112.75032,158.900765,3.78333,340.6103,82.05854,,
United Kingdom,2023,474.878,1656860,53000,148.6428,3045.925601,115.4362,157.9081998,4.06667,,,,
